table,column,verdict,anchor,anchor_share,onset,share_2026,history
depth_charts,pos_grp_id,new-in-anchor,2025,1.0,2025,1.0,2001:0.00 2002:0.00 2003:0.00 2004:0.00 2005:0.00 2006:0.00 2007:0.00 2008:0.00 2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00 2026:1.00
depth_charts,pos_grp,new-in-anchor,2025,1.0,2025,1.0,2001:0.00 2002:0.00 2003:0.00 2004:0.00 2005:0.00 2006:0.00 2007:0.00 2008:0.00 2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00 2026:1.00
depth_charts,pos_id,new-in-anchor,2025,1.0,2025,1.0,2001:0.00 2002:0.00 2003:0.00 2004:0.00 2005:0.00 2006:0.00 2007:0.00 2008:0.00 2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00 2026:1.00
depth_charts,pos_name,new-in-anchor,2025,1.0,2025,1.0,2001:0.00 2002:0.00 2003:0.00 2004:0.00 2005:0.00 2006:0.00 2007:0.00 2008:0.00 2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00 2026:1.00
depth_charts,pos_abb,new-in-anchor,2025,1.0,2025,1.0,2001:0.00 2002:0.00 2003:0.00 2004:0.00 2005:0.00 2006:0.00 2007:0.00 2008:0.00 2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00 2026:1.00
depth_charts,pos_slot,new-in-anchor,2025,1.0,2025,1.0,2001:0.00 2002:0.00 2003:0.00 2004:0.00 2005:0.00 2006:0.00 2007:0.00 2008:0.00 2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00 2026:1.00
depth_charts,pos_rank,new-in-anchor,2025,1.0,2025,1.0,2001:0.00 2002:0.00 2003:0.00 2004:0.00 2005:0.00 2006:0.00 2007:0.00 2008:0.00 2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00 2026:1.00
ftn_charting,ftn_game_id,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,nflverse_game_id,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,week,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,ftn_play_id,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,nflverse_play_id,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,starting_hash,healthy,2025,1.0,,,2022:0.88 2023:1.00 2024:1.00 2025:1.00
ftn_charting,qb_location,healthy,2025,1.0,,,2022:0.88 2023:1.00 2024:1.00 2025:1.00
ftn_charting,n_offense_backfield,healthy,2025,0.984,,,2022:1.00 2023:0.94 2024:1.00 2025:0.98
ftn_charting,n_defense_box,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_no_huddle,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_motion,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_play_action,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_screen_pass,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_rpo,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_trick_play,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_qb_out_of_pocket,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_interception_worthy,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_throw_away,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,read_thrown,healthy,2025,1.0,,,2022:0.47 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_catchable_ball,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_contested_ball,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_created_reception,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_drop,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,is_qb_sneak,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,n_blitzers,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,n_pass_rushers,healthy,2025,1.0,,,2022:1.00 2023:0.97 2024:1.00 2025:1.00
ftn_charting,is_qb_fault_sack,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
ftn_charting,date_pulled,healthy,2025,1.0,,,2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,game_type,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,team,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,week,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,gsis_id,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,position,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,full_name,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,first_name,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,last_name,healthy,2025,1.0,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00
injuries,report_primary_injury,healthy,2025,0.459,,,2009:0.94 2010:0.94 2011:0.95 2012:0.97 2013:0.97 2014:0.96 2015:0.97 2016:0.60 2017:0.51 2018:0.47 2019:0.47 2020:0.45 2021:0.46 2022:0.48 2023:0.49 2024:0.45 2025:0.46
injuries,report_secondary_injury,healthy,2025,0.043,,,2009:0.03 2010:0.03 2011:0.04 2012:0.06 2013:0.05 2014:0.05 2015:0.06 2016:0.03 2017:0.03 2018:0.03 2019:0.04 2020:0.03 2021:0.03 2022:0.04 2023:0.03 2024:0.03 2025:0.04
injuries,report_status,healthy,2025,0.459,,,2009:0.94 2010:0.94 2011:0.95 2012:0.97 2013:0.97 2014:0.96 2015:0.97 2016:0.60 2017:0.51 2018:0.47 2019:0.47 2020:0.45 2021:0.46 2022:0.48 2023:0.49 2024:0.46 2025:0.46
injuries,practice_primary_injury,healthy,2025,0.993,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:0.99 2020:0.99 2021:0.99 2022:1.00 2023:0.99 2024:0.99 2025:0.99
injuries,practice_secondary_injury,healthy,2025,0.083,,,2009:0.03 2010:0.03 2011:0.04 2012:0.07 2013:0.05 2014:0.05 2015:0.06 2016:0.05 2017:0.05 2018:0.06 2019:0.07 2020:0.07 2021:0.06 2022:0.07 2023:0.07 2024:0.07 2025:0.08
injuries,practice_status,healthy,2025,0.993,,,2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:0.99
injuries,date_modified,silently-dead,2025,0.0,2025,,2009:0.00 2010:0.99 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:0.00
injuries,season_type,new-in-anchor,2025,1.0,2025,,2009:0.00 2010:0.00 2011:0.00 2012:0.00 2013:0.00 2014:0.00 2015:0.00 2016:0.00 2017:0.00 2018:0.00 2019:0.00 2020:0.00 2021:0.00 2022:0.00 2023:0.00 2024:0.00 2025:1.00
nflverse_combine,draft_year,healthy,2025,0.653,,0.0,2000:0.63 2001:0.65 2002:0.63 2003:0.67 2004:0.65 2005:0.65 2006:0.67 2007:0.65 2008:0.65 2009:0.64 2010:0.66 2011:0.66 2012:0.66 2013:0.67 2014:0.67 2015:0.66 2016:0.64 2017:0.68 2018:0.63 2019:0.65 2020:0.68 2021:0.42 2022:0.69 2023:0.60 2024:0.66 2025:0.65 2026:0.00
nflverse_combine,draft_team,healthy,2025,0.653,,0.0,2000:0.63 2001:0.65 2002:0.63 2003:0.67 2004:0.65 2005:0.65 2006:0.67 2007:0.65 2008:0.65 2009:0.64 2010:0.66 2011:0.66 2012:0.66 2013:0.67 2014:0.67 2015:0.66 2016:0.64 2017:0.68 2018:0.63 2019:0.65 2020:0.68 2021:0.42 2022:0.69 2023:0.60 2024:0.66 2025:0.65 2026:0.00
nflverse_combine,draft_round,healthy,2025,0.653,,0.0,2000:0.63 2001:0.65 2002:0.63 2003:0.67 2004:0.65 2005:0.65 2006:0.67 2007:0.65 2008:0.65 2009:0.64 2010:0.66 2011:0.66 2012:0.66 2013:0.67 2014:0.67 2015:0.66 2016:0.64 2017:0.68 2018:0.63 2019:0.65 2020:0.68 2021:0.42 2022:0.69 2023:0.60 2024:0.66 2025:0.65 2026:0.00
nflverse_combine,draft_ovr,healthy,2025,0.653,,0.0,2000:0.63 2001:0.65 2002:0.63 2003:0.67 2004:0.65 2005:0.65 2006:0.67 2007:0.65 2008:0.65 2009:0.64 2010:0.66 2011:0.66 2012:0.66 2013:0.67 2014:0.67 2015:0.66 2016:0.64 2017:0.68 2018:0.63 2019:0.65 2020:0.68 2021:0.42 2022:0.69 2023:0.60 2024:0.66 2025:0.65 2026:0.00
nflverse_combine,pfr_id,healthy,2025,0.884,,0.831,2000:0.69 2001:0.71 2002:0.71 2003:0.75 2004:0.73 2005:0.71 2006:0.71 2007:0.67 2008:0.76 2009:0.82 2010:0.83 2011:0.90 2012:0.87 2013:0.93 2014:0.97 2015:0.94 2016:0.95 2017:0.97 2018:0.87 2019:0.99 2020:1.00 2021:0.64 2022:0.96 2023:0.82 2024:0.85 2025:0.88 2026:0.83
nflverse_combine,cfb_id,healthy,2025,0.979,,0.984,2000:0.32 2001:0.63 2002:0.67 2003:0.67 2004:0.72 2005:0.64 2006:0.81 2007:0.82 2008:0.85 2009:0.83 2010:0.89 2011:0.84 2012:0.86 2013:0.79 2014:0.87 2015:0.87 2016:0.92 2017:0.92 2018:0.85 2019:0.95 2020:0.96 2021:0.98 2022:0.92 2023:0.89 2024:0.89 2025:0.98 2026:0.98
nflverse_combine,player_name,healthy,2025,1.0,,1.0,2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_combine,pos,healthy,2025,1.0,,1.0,2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_combine,school,healthy,2025,1.0,,1.0,2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_combine,ht,healthy,2025,1.0,,1.0,2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:0.94 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_combine,wt,healthy,2025,1.0,,1.0,2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:0.95 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_combine,forty,healthy,2025,0.611,,0.592,2000:0.97 2001:0.97 2002:0.98 2003:1.00 2004:1.00 2005:0.98 2006:0.99 2007:0.99 2008:1.00 2009:1.00 2010:0.99 2011:1.00 2012:1.00 2013:1.00 2014:0.98 2015:1.00 2016:1.00 2017:0.83 2018:0.80 2019:0.78 2020:0.79 2021:0.85 2022:0.73 2023:0.70 2024:0.69 2025:0.61 2026:0.59
nflverse_combine,bench,degraded,2025,0.204,2025,0.141,2000:0.55 2001:0.54 2002:0.63 2003:0.56 2004:0.57 2005:0.60 2006:0.65 2007:0.67 2008:0.70 2009:0.75 2010:0.76 2011:0.78 2012:0.75 2013:0.72 2014:0.73 2015:0.68 2016:0.73 2017:0.76 2018:0.72 2019:0.76 2020:0.64 2021:0.73 2022:0.23 2023:0.32 2024:0.22 2025:0.20 2026:0.14
nflverse_combine,vertical,healthy,2025,0.632,,0.596,2000:0.71 2001:0.66 2002:0.76 2003:0.71 2004:0.72 2005:0.75 2006:0.81 2007:0.76 2008:0.79 2009:0.78 2010:0.78 2011:0.84 2012:0.82 2013:0.75 2014:0.81 2015:0.78 2016:0.82 2017:0.84 2018:0.76 2019:0.79 2020:0.74 2021:0.86 2022:0.69 2023:0.72 2024:0.72 2025:0.63 2026:0.60
nflverse_combine,broad_jump,healthy,2025,0.596,,0.552,2000:0.74 2001:0.67 2002:0.75 2003:0.71 2004:0.73 2005:0.72 2006:0.81 2007:0.74 2008:0.78 2009:0.78 2010:0.78 2011:0.83 2012:0.79 2013:0.78 2014:0.79 2015:0.77 2016:0.80 2017:0.83 2018:0.75 2019:0.79 2020:0.71 2021:0.82 2022:0.67 2023:0.71 2024:0.69 2025:0.60 2026:0.55
nflverse_combine,cone,degraded,2025,0.228,2025,0.16,2000:0.63 2001:0.57 2002:0.60 2003:0.61 2004:0.59 2005:0.67 2006:0.70 2007:0.67 2008:0.65 2009:0.69 2010:0.64 2011:0.76 2012:0.68 2013:0.61 2014:0.66 2015:0.68 2016:0.62 2017:0.63 2018:0.55 2019:0.60 2020:0.46 2021:0.75 2022:0.28 2023:0.25 2024:0.23 2025:0.23 2026:0.16
nflverse_combine,shuttle,degraded,2025,0.261,2025,0.185,2000:0.63 2001:0.57 2002:0.59 2003:0.61 2004:0.61 2005:0.67 2006:0.72 2007:0.66 2008:0.63 2009:0.70 2010:0.66 2011:0.78 2012:0.69 2013:0.65 2014:0.67 2015:0.70 2016:0.65 2017:0.64 2018:0.58 2019:0.63 2020:0.47 2021:0.77 2022:0.31 2023:0.31 2024:0.28 2025:0.26 2026:0.18
nflverse_draft_picks,round,healthy,2025,1.0,,1.0,1999:1.00 2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_draft_picks,pick,healthy,2025,1.0,,1.0,1999:1.00 2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_draft_picks,team,healthy,2025,1.0,,1.0,1999:1.00 2000:1.00 2001:1.00 2002:1.00 2003:1.00 2004:1.00 2005:1.00 2006:1.00 2007:1.00 2008:1.00 2009:1.00 2010:1.00 2011:1.00 2012:1.00 2013:1.00 2014:1.00 2015:1.00 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:1.00 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:1.00
nflverse_draft_picks,gsis_id,healthy,2025,0.996,,0.895,1999:0.89 2000:0.86 2001:0.89 2002:0.87 2003:0.90 2004:0.89 2005:0.86 2006:0.89 2007:0.88 2008:0.98 2009:0.97 2010:0.96 2011:0.99 2012:1.00 2013:0.99 2014:0.99 2015:0.99 2016:1.00 2017:1.00 2018:1.00 2019:1.00 2020:0.99 2021:1.00 2022:1.00 2023:1.00 2024:1.00 2025:1.00 2026:0.89
