source_file,study,tier,window,metric,verdict,n_folds,n_arms,fold_win_rate,fold_wins,pct_lift_vs_foil,pbo,dsr,observed_sr,sr0,var_trials_sr,p_one_sided,bh_cutoff,bound_by,null_state,reason,retest_trigger,folds_needed,extra_seasons,max_field_size,legacy_clause_passes,calibrated_clause_passes,extraction
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_pitchers_summary.json,e7_15_h1 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,bb_pct,DROP,11.0,5.0,0.5454545454545454,6.0,0.2980759133773396,0.8142857142857143,0.489409680498217,,0.3412227505506842,,0.14543638454801294,0.025,fold-consistency clause,POWER_LIMITED,`bb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_pitchers_summary.json,e7_15_h1 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,hr_rate,DROP,11.0,5.0,0.7272727272727273,8.0,0.10401517542636668,0.14285714285714285,0.6021126972644208,,0.4142969128221078,,0.08128001935085387,0.025,DSR,POWER_LIMITED,`hr_rate`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_pitchers_summary.json,e7_15_h1 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,gb_pct,DROP,11.0,5.0,0.5454545454545454,6.0,0.2482014121704303,0.6428571428571429,0.37165402019110017,,0.3572670884887588,,0.1747219905699286,0.025,fold-consistency clause,POWER_LIMITED,`gb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_pitchers_summary.json,e7_15_h1 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,xwoba_against,DROP,4.0,5.0,,,,0.16666666666666666,,,,,,0.025,n/a — the mechanism cannot act on this population,INACTIVE,"`xwoba_against` (pitcher): no ACTIVE arm — the mechanism has no rows it can move on this population, so the run measured nothing about the effect. E7.15's `xwoba_against` is the canonical case (a Triple-A-only Statcast feature ⇒ ZERO within-player level transitions). Neither a power problem nor a defect.",a population on which the mechanism can act at all,,,,,,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_summary.json,e7_15_h1 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,woba,DROP,11.0,5.0,0.45454545454545453,5.0,-0.03851849385533302,0.44285714285714284,0.024282308667881346,,0.08485406056520042,,0.898641188424927,0.025,point estimate (best arm loses on average),GENUINE_ABSENCE,`woba`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_summary.json,e7_15_h1 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,k_pct,DROP,11.0,5.0,0.36363636363636365,4.0,-0.03665934600395657,0.6285714285714286,0.16094185910429348,,0.05413936545106112,,0.8050743419974336,0.025,point estimate (best arm loses on average),GENUINE_ABSENCE,`k_pct`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_summary.json,e7_15_h1 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,bb_pct,DROP,11.0,5.0,0.7272727272727273,8.0,0.517300588800965,0.5142857142857142,0.8439847627571027,,0.1286127790055237,,0.16234805854847023,0.025,PBO,POWER_LIMITED,`bb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h1_summary.json,e7_15_h1 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,iso,DROP,11.0,5.0,0.7272727272727273,8.0,0.0516303309545652,0.7,0.7044825433259194,,0.2682975596685497,,0.10425695526727966,0.025,PBO,POWER_LIMITED,`iso`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_pitchers_summary.json,e7_15_h2 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,k_pct,DROP,11.0,4.0,0.5454545454545454,6.0,0.07752042514674723,0.9857142857142858,0.38483354906946476,,0.2362168961343171,,0.3183079028706186,0.025,fold-consistency clause,POWER_LIMITED,`k_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_pitchers_summary.json,e7_15_h2 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,bb_pct,DROP,11.0,4.0,0.2727272727272727,3.0,-0.10641664600556136,0.5857142857142857,0.18975639929748594,,0.06721304819131994,,0.753494077900753,0.025,point estimate (best arm loses on average),GENUINE_ABSENCE,`bb_pct`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_pitchers_summary.json,e7_15_h2 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,hr_rate,DROP,11.0,4.0,0.7272727272727273,8.0,0.14704630226586793,0.6285714285714286,0.8000743709905515,,0.14588104864915147,,0.08825732454890997,0.025,PBO,POWER_LIMITED,`hr_rate`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_pitchers_summary.json,e7_15_h2 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,gb_pct,DROP,11.0,4.0,0.45454545454545453,5.0,0.04901957802492111,0.4142857142857143,0.33498944274814685,,0.24311026335869323,,0.35889218074868096,0.025,fold-consistency clause,POWER_LIMITED,`gb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_summary.json,e7_15_h2 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,woba,DROP,11.0,4.0,0.6363636363636364,7.0,0.039316724586968374,0.4857142857142857,0.2527384109963111,,0.2928340707614436,,0.4048524596323047,0.025,PBO,POWER_LIMITED,`woba`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_summary.json,e7_15_h2 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,k_pct,DROP,11.0,4.0,0.5454545454545454,6.0,0.06518613449517506,0.4857142857142857,0.2265436986176793,,0.5275600922040746,,0.14318280507404665,0.025,fold-consistency clause,POWER_LIMITED,`k_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_summary.json,e7_15_h2 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,bb_pct,DROP,11.0,4.0,0.6363636363636364,7.0,0.2552986990454867,0.7714285714285715,0.6310296279230753,,0.15830335160121842,,0.20544491562423237,0.025,PBO,POWER_LIMITED,`bb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h2_summary.json,e7_15_h2 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,iso,DROP,11.0,4.0,0.7272727272727273,8.0,0.03591185954737997,0.6,0.34856890330823664,,0.25490737586015455,,0.33763823102201374,0.025,PBO,POWER_LIMITED,`iso`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_pitchers_summary.json,e7_15_h3 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,k_pct,DROP,11.0,7.0,0.8181818181818182,9.0,1.7129883886792847,0.05714285714285714,0.5176161797097801,,0.5420341661329147,,0.04673049778310781,0.02,DSR,POWER_LIMITED,`k_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_pitchers_summary.json,e7_15_h3 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,bb_pct,DROP,11.0,7.0,0.5454545454545454,6.0,0.43812625488565665,0.9142857142857143,0.15865095917033117,,0.4498590627854261,,0.3279342961293033,0.02,fold-consistency clause,POWER_LIMITED,`bb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_pitchers_summary.json,e7_15_h3 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,hr_rate,DROP,11.0,7.0,0.5454545454545454,6.0,0.10652144830308163,0.7714285714285715,0.07881918287165096,,0.5718199711952243,,0.36102931354490847,0.02,fold-consistency clause,POWER_LIMITED,`hr_rate`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_pitchers_summary.json,e7_15_h3 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,gb_pct,DROP,11.0,7.0,0.8181818181818182,9.0,1.2088312809209545,0.0,0.07835309086051126,,0.9114960680044126,,0.09610930551762861,0.02,DSR,POWER_LIMITED,`gb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_pitchers_summary.json,e7_15_h3 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,xwoba_against,BLOCKED,4.0,7.0,0.75,3.0,0.7732123756395881,0.8333333333333334,0.4136991189878391,,0.49666692797211665,,0.24279575675010845,0.02,anchor/plumbing (BLOCKED — no verdict was reached),UNDEFINED,"`xwoba_against`: the run was BLOCKED by an anchor, so **no verdict was reached at all** and there is no null to classify. A blocked run is a statement about the harness or the population, never about the effect — classifying it as underpowered would invent a finding.","fix or re-scope the blocking anchor, then re-run",,,,True,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_summary.json,e7_15_h3 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,woba,DROP,11.0,7.0,0.6363636363636364,7.0,0.8406603758364455,0.4857142857142857,0.49883468205280407,,0.3661756525112301,,0.12680840062859897,0.025,PBO,POWER_LIMITED,`woba`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_summary.json,e7_15_h3 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,k_pct,DROP,11.0,7.0,0.8181818181818182,9.0,1.182784359798465,0.17142857142857143,0.3603598024187842,,0.5674191634801413,,0.09519293150759507,0.025,DSR,POWER_LIMITED,`k_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_summary.json,e7_15_h3 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,bb_pct,DROP,11.0,7.0,0.8181818181818182,9.0,1.4038364375490355,0.014285714285714285,0.6065184527649969,,0.9147246967707657,,0.0037652829767470695,0.025,DSR,POWER_LIMITED,`bb_pct`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h3_summary.json,e7_15_h3 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,iso,DROP,11.0,7.0,0.8181818181818182,9.0,1.4183224828597722,0.08571428571428572,0.65729588383812,,0.740776171293102,,0.0064765753162672034,0.025,DSR,POWER_LIMITED,`iso`: insufficient recorded statistics to certify the null as powered. Absent a detectability figure the honest default is POWER-LIMITED — a null is trustworthy only when something was computed to make it so.,,,,,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_pitchers_summary.json,e7_15_h4 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,k_pct,DROP,11.0,3.0,0.9090909090909091,10.0,1.4760085852106646,0.2,0.9267097278263496,0.7683499893843966,0.09437917017411007,0.012247666333806136,0.014473400671043505,0.02,PBO,POWER_LIMITED,"`k_pct`: the effect is positive and every gate is REACHABLE, but this design cannot resolve it — DSR alone needs 14 folds against 11 (the BH-FDR requirement is separate and may be larger).",+3 folds for the DSR gate — field size alone cannot rescue it at this dispersion,14.0,3.0,0.0,True,True,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_pitchers_summary.json,e7_15_h4 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,bb_pct,DROP,11.0,3.0,0.36363636363636365,4.0,0.1274077014575554,0.7857142857142857,0.4419084343173997,0.04415561105853665,0.0895334192265174,0.011022278439181925,0.44323913691417616,0.02,fold-consistency clause,DSR_UNREACHABLE,"`bb_pct`: the winner's per-fold Sharpe 0.044 sits at or BELOW the 3-arm field's deflated benchmark SR0 0.090, so DSR is unreachable at ANY fold count — `n` scales a positive gap, it cannot create one. The remedy is a SMALLER, pre-registered field, not more seasons.","NOT rescuable by field size either — even a 2-arm field does not clear at this fold count and dispersion, so the only lever left is a lower-variance design (more rows per fold / a sharper metric)",,,0.0,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_pitchers_summary.json,e7_15_h4 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,hr_rate,DROP,11.0,3.0,0.09090909090909091,1.0,-1.33411024755058,0.0,0.00022086502458505664,-0.5587767643453567,0.008249384838031766,9.357162367782345e-05,0.9532275812878543,0.02,point estimate (best arm loses on average),GENUINE_ABSENCE,`hr_rate`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_pitchers_summary.json,e7_15_h4 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,gb_pct,DROP,11.0,3.0,0.2727272727272727,3.0,-0.5030788385198317,0.04285714285714286,0.035743316750399955,-0.3596138963689109,0.2004321203779345,0.0552377117077658,0.8697416047953315,0.02,point estimate (best arm loses on average),GENUINE_ABSENCE,`gb_pct`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_pitchers_summary.json,e7_15_h4 (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,xwoba_against,DROP,4.0,3.0,0.5,2.0,1.0972363723691256,0.6666666666666666,0.6934005344925682,0.29381503691998506,0.04307357642041452,0.0025510730989372777,0.29904109693690056,0.02,fold-consistency clause,POWER_LIMITED,"`xwoba_against`: the effect is positive and every gate is REACHABLE, but this design cannot resolve it — DSR alone needs 33 folds against 4 (the BH-FDR requirement is separate and may be larger).",+29 folds for the DSR gate — field size alone cannot rescue it at this dispersion,33.0,29.0,0.0,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_summary.json,e7_15_h4 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,woba,DROP,11.0,3.0,0.45454545454545453,5.0,-0.30701285168430364,0.45714285714285713,0.2984004686403551,-0.10963916557513241,0.05802020937548632,0.004628706254939916,0.6381486157154375,0.025,point estimate (best arm loses on average),GENUINE_ABSENCE,`woba`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_summary.json,e7_15_h4 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,k_pct,DROP,11.0,3.0,0.45454545454545453,5.0,-0.07955161668215924,0.22857142857142856,0.2095082340669417,-0.04848485298738211,0.20335183140688565,0.05685873763715556,0.562275844213463,0.025,point estimate (best arm loses on average),GENUINE_ABSENCE,`k_pct`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_summary.json,e7_15_h4 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,bb_pct,DROP,11.0,3.0,0.18181818181818182,2.0,-0.8962622413743475,0.17142857142857143,0.17815651144309125,-0.266681834666697,0.09340962463877578,0.011997321333280277,0.8013985476145965,0.025,point estimate (best arm loses on average),GENUINE_ABSENCE,`bb_pct`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_15_artifacts/e7_15_h4_summary.json,e7_15_h4 (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,iso,DROP,11.0,3.0,0.45454545454545453,5.0,-0.42915418046797393,0.12857142857142856,0.21796198997560762,-0.1360396986280648,0.11476725318471166,0.0181107740420485,0.6692614359944825,0.025,point estimate (best arm loses on average),GENUINE_ABSENCE,`iso`: the best arm does not beat the foil ON AVERAGE. No sample size rescues a negative point estimate and no field size changes its sign — do NOT re-test.,,,,,False,False,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_3_artifacts/milb_mle_summary.json,milb_mle (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,woba,?,,,,,,0.24285714285714285,0.03245533260998225,,,,,,unknown — the artifact records no fold structure,UNKNOWN,"`woba`: the artifact records no fold count, so NOTHING can be said about what this design could detect. Not underpowered, not dead — unread. The remedy is a harness that records its fold structure, not more data.","record the fold structure in the artifact, then re-classify",,,,,,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_3_artifacts/milb_mle_summary.json,milb_mle (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,k_pct,?,,,,,,0.0,0.9997331107002004,,,,,,unknown — the artifact records no fold structure,UNKNOWN,"`k_pct`: the artifact records no fold count, so NOTHING can be said about what this design could detect. Not underpowered, not dead — unread. The remedy is a harness that records its fold structure, not more data.","record the fold structure in the artifact, then re-classify",,,,,,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_3_artifacts/milb_mle_summary.json,milb_mle (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,bb_pct,?,,,,,,0.0,0.989473884051297,,,,,,unknown — the artifact records no fold structure,UNKNOWN,"`bb_pct`: the artifact records no fold count, so NOTHING can be said about what this design could detect. Not underpowered, not dead — unread. The remedy is a harness that records its fold structure, not more data.","record the fold structure in the artifact, then re-classify",,,,,,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_3_artifacts/milb_mle_summary.json,milb_mle (batter),MiLB→MLB translation (batter),2016–2026 debut cohorts,iso,?,,,,,,0.04285714285714286,0.6793444031156766,,,,,,unknown — the artifact records no fold structure,UNKNOWN,"`iso`: the artifact records no fold count, so NOTHING can be said about what this design could detect. Not underpowered, not dead — unread. The remedy is a harness that records its fold structure, not more data.","record the fold structure in the artifact, then re-classify",,,,,,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_3p_artifacts/milb_mle_pitchers_summary.json,milb_mle (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,k_pct,?,,,,,,0.014285714285714285,0.7855191187514134,,,,,,unknown — the artifact records no fold structure,UNKNOWN,"`k_pct`: the artifact records no fold count, so NOTHING can be said about what this design could detect. Not underpowered, not dead — unread. The remedy is a harness that records its fold structure, not more data.","record the fold structure in the artifact, then re-classify",,,,,,rich
quant_sports_intel_models/baseball/edge_program/ablation_results/e7_3p_artifacts/milb_mle_pitchers_summary.json,milb_mle (pitcher),MiLB→MLB translation (pitcher),2016–2026 debut cohorts,bb_pct,?,,,,,,0.0,0.9468974505838751,,,,,,unknown — the artifact records no fold structure,UNKNOWN,"`bb_pct`: the artifact records no fold count, so NOTHING can be said about what this design could detect. Not underpowered, not dead — unread. The remedy is a harness that records its fold structure, not more data.","record the fold structure in the artifact, then re-classify",,,,,,rich
